d,sales,day,date,weekday,wday,month,year,event_label,event_type_1,snap_total,roll_7,roll_28
d_874,31771,874,2013-06-20,Thursday,6,6,2013,NBAFinalsEnd,Sporting,0,36271.71428571428,36653.78571428572
d_875,36703,875,2013-06-21,Friday,7,6,2013,,,0,35834.0,36711.71428571428
d_876,42276,876,2013-06-22,Saturday,1,6,2013,,,0,35257.857142857145,36823.607142857145
d_877,43275,877,2013-06-23,Sunday,2,6,2013,,,0,35770.0,37081.67857142857
d_878,34118,878,2013-06-24,Monday,3,6,2013,,,0,35770.0,37004.57142857143
d_879,31603,879,2013-06-25,Tuesday,4,6,2013,,,0,35830.857142857145,37086.892857142855
d_880,30356,880,2013-06-26,Wednesday,5,6,2013,,,0,35728.857142857145,37207.92857142857
d_881,31457,881,2013-06-27,Thursday,6,6,2013,,,0,35684.0,37326.92857142857
d_882,36753,882,2013-06-28,Friday,7,6,2013,,,0,35691.142857142855,37350.75
d_883,44949,883,2013-06-29,Saturday,1,6,2013,,,0,36073.0,37355.78571428572
d_884,44823,884,2013-06-30,Sunday,2,6,2013,,,0,36294.142857142855,37260.107142857145
d_885,38716,885,2013-07-01,Monday,3,7,2013,,,2,36951.0,37241.21428571428
d_886,37242,886,2013-07-02,Tuesday,4,7,2013,,,2,37756.57142857143,37363.82142857143
d_887,43999,887,2013-07-03,Wednesday,5,7,2013,,,3,39705.57142857143,37652.67857142857
d_888,36783,888,2013-07-04,Thursday,6,7,2013,IndependenceDay,National,1,40466.42857142857,37746.142857142855
d_889,40807,889,2013-07-05,Friday,7,7,2013,,,3,41045.57142857143,37860.607142857145
d_890,41832,890,2013-07-06,Saturday,1,7,2013,,,3,40600.28571428572,37760.07142857143
d_891,44624,891,2013-07-07,Sunday,2,7,2013,,,2,40571.857142857145,37633.642857142855
d_892,37460,892,2013-07-08,Monday,3,7,2013,,,2,40392.42857142857,37658.32142857143
d_893,37253,893,2013-07-09,Tuesday,4,7,2013,Ramadan starts,Religious,3,40394.0,37752.17857142857
d_894,34579,894,2013-07-10,Wednesday,5,7,2013,,,1,39048.28571428572,37774.92857142857
d_895,36361,895,2013-07-11,Thursday,6,7,2013,,,2,38988.0,37852.53571428572
d_896,41279,896,2013-07-12,Friday,7,7,2013,,,2,39055.42857142857,37906.53571428572
d_897,45185,897,2013-07-13,Saturday,1,7,2013,,,1,39534.42857142857,37866.392857142855
d_898,46672,898,2013-07-14,Sunday,2,7,2013,,,1,39827.0,38115.75
d_899,37624,899,2013-07-15,Monday,3,7,2013,,,2,39850.42857142857,38240.96428571428
d_900,33937,900,2013-07-16,Tuesday,4,7,2013,,,0,39376.71428571428,38339.53571428572
d_901,32467,901,2013-07-17,Wednesday,5,7,2013,,,0,39075.0,38389.42857142857
d_902,33921,902,2013-07-18,Thursday,6,7,2013,,,0,38726.42857142857,38466.21428571428
d_903,36194,903,2013-07-19,Friday,7,7,2013,,,0,38000.0,38448.03571428572
d_904,41527,904,2013-07-20,Saturday,1,7,2013,,,0,37477.42857142857,38421.28571428572
d_905,42039,905,2013-07-21,Sunday,2,7,2013,,,0,36815.57142857143,38377.142857142855
d_906,32203,906,2013-07-22,Monday,3,7,2013,,,0,36041.142857142855,38308.75
d_907,31304,907,2013-07-23,Tuesday,4,7,2013,,,0,35665.0,38298.07142857143
d_908,31468,908,2013-07-24,Wednesday,5,7,2013,,,0,35522.28571428572,38337.78571428572
d_909,31816,909,2013-07-25,Thursday,6,7,2013,,,0,35221.57142857143,38350.607142857145
d_910,36843,910,2013-07-26,Friday,7,7,2013,,,0,35314.28571428572,38353.82142857143
d_911,41672,911,2013-07-27,Saturday,1,7,2013,,,0,35335.0,38236.78571428572
d_912,40480,912,2013-07-28,Sunday,2,7,2013,,,0,35112.28571428572,38081.67857142857
d_913,31763,913,2013-07-29,Monday,3,7,2013,,,0,35049.42857142857,37833.357142857145
d_914,30162,914,2013-07-30,Tuesday,4,7,2013,,,0,34886.28571428572,37580.5
d_915,31255,915,2013-07-31,Wednesday,5,7,2013,,,0,34855.857142857145,37125.357142857145
d_916,37309,916,2013-08-01,Thursday,6,8,2013,,,2,35640.57142857143,37144.142857142855
d_917,41663,917,2013-08-02,Friday,7,8,2013,,,2,36329.142857142855,37174.71428571428
d_918,47105,918,2013-08-03,Saturday,1,8,2013,,,3,37105.28571428572,37363.03571428572
d_919,44439,919,2013-08-04,Sunday,2,8,2013,,,1,37670.857142857145,37356.42857142857
d_920,39149,920,2013-08-05,Monday,3,8,2013,,,3,38726.0,37416.75
d_921,36694,921,2013-08-06,Tuesday,4,8,2013,,,3,39659.142857142855,37396.78571428572
d_922,35079,922,2013-08-07,Wednesday,5,8,2013,,,2,40205.42857142857,37414.642857142855
d_923,34886,923,2013-08-08,Thursday,6,8,2013,Eid al-Fitr,Religious,2,39859.28571428572,37361.96428571428
d_924,40699,924,2013-08-09,Friday,7,8,2013,,,3,39721.57142857143,37341.25
d_925,44912,925,2013-08-10,Saturday,1,8,2013,,,1,39408.28571428572,37331.5
d_926,47520,926,2013-08-11,Sunday,2,8,2013,,,2,39848.42857142857,37361.78571428572
d_927,38753,927,2013-08-12,Monday,3,8,2013,,,2,39791.857142857145,37402.107142857145
d_928,35144,928,2013-08-13,Tuesday,4,8,2013,,,1,39570.42857142857,37445.21428571428
d_929,33732,929,2013-08-14,Wednesday,5,8,2013,,,1,39378.0,37490.392857142855
d_930,37643,930,2013-08-15,Thursday,6,8,2013,,,2,39771.857142857145,37623.32142857143
d_931,38025,931,2013-08-16,Friday,7,8,2013,,,0,39389.857142857145,37688.71428571428
d_932,44431,932,2013-08-17,Saturday,1,8,2013,,,0,39321.142857142855,37792.42857142857
d_933,44894,933,2013-08-18,Sunday,2,8,2013,,,0,38946.0,37894.392857142855
d_934,35237,934,2013-08-19,Monday,3,8,2013,,,0,38443.71428571428,38002.75
d_935,31625,935,2013-08-20,Tuesday,4,8,2013,,,0,37941.0,38014.21428571428
d_936,32633,936,2013-08-21,Wednesday,5,8,2013,,,0,37784.0,38055.82142857143
d_937,31793,937,2013-08-22,Thursday,6,8,2013,,,0,36948.28571428572,38055.0
d_938,37113,938,2013-08-23,Friday,7,8,2013,,,0,36818.0,38064.642857142855
d_939,44836,939,2013-08-24,Saturday,1,8,2013,,,0,36875.857142857145,38177.642857142855
d_940,48577,940,2013-08-25,Sunday,2,8,2013,,,0,37402.0,38466.82142857143
d_941,34200,941,2013-08-26,Monday,3,8,2013,,,0,37253.857142857145,38553.857142857145
d_942,32963,942,2013-08-27,Tuesday,4,8,2013,,,0,37445.0,38653.892857142855
d_943,32456,943,2013-08-28,Wednesday,5,8,2013,,,0,37419.71428571428,38696.78571428572
d_944,31710,944,2013-08-29,Thursday,6,8,2013,,,0,37407.857142857145,38496.82142857143
d_945,41621,945,2013-08-30,Friday,7,8,2013,,,0,38051.857142857145,38495.32142857143
d_946,47972,946,2013-08-31,Saturday,1,8,2013,,,0,38499.857142857145,38526.28571428572
d_947,44741,947,2013-09-01,Sunday,2,9,2013,,,2,37951.857142857145,38537.07142857143
d_948,47072,948,2013-09-02,Monday,3,9,2013,LaborDay,National,2,39790.71428571428,38820.03571428572
d_949,37799,949,2013-09-03,Tuesday,4,9,2013,,,3,40481.57142857143,38859.5
d_950,33328,950,2013-09-04,Wednesday,5,9,2013,,,1,40606.142857142855,38796.96428571428
d_951,35425,951,2013-09-05,Thursday,6,9,2013,,,3,41136.857142857145,38816.21428571428
d_952,38684,952,2013-09-06,Friday,7,9,2013,,,3,40717.28571428572,38744.25
d_953,47600,953,2013-09-07,Saturday,1,9,2013,,,2,40664.142857142855,38840.25
d_954,51740,954,2013-09-08,Sunday,2,9,2013,,,2,41664.0,38990.96428571428
d_955,39765,955,2013-09-09,Monday,3,9,2013,,,3,40620.142857142855,39027.107142857145
d_956,34663,956,2013-09-10,Tuesday,4,9,2013,,,1,40172.142857142855,39009.92857142857
d_957,36195,957,2013-09-11,Wednesday,5,9,2013,,,2,40581.71428571428,39097.892857142855
d_958,36767,958,2013-09-12,Thursday,6,9,2013,,,2,40773.42857142857,39066.607142857145
d_959,40971,959,2013-09-13,Friday,7,9,2013,,,1,41100.142857142855,39171.82142857143
d_960,49166,960,2013-09-14,Saturday,1,9,2013,,,1,41323.857142857145,39340.92857142857
d_961,50970,961,2013-09-15,Sunday,2,9,2013,,,2,41213.857142857145,39557.92857142857
d_962,36775,962,2013-09-16,Monday,3,9,2013,,,0,40786.71428571428,39612.857142857145
d_963,32571,963,2013-09-17,Tuesday,4,9,2013,,,0,40487.857142857145,39646.642857142855
d_964,31281,964,2013-09-18,Wednesday,5,9,2013,,,0,39785.857142857145,39598.357142857145
d_965,30823,965,2013-09-19,Thursday,6,9,2013,,,0,38936.71428571428,39563.71428571428
d_966,36281,966,2013-09-20,Friday,7,9,2013,,,0,38266.71428571428,39534.0
d_967,46001,967,2013-09-21,Saturday,1,9,2013,,,0,37814.57142857143,39575.607142857145
d_968,46210,968,2013-09-22,Sunday,2,9,2013,,,0,37134.57142857143,39491.07142857143
d_969,32784,969,2013-09-23,Monday,3,9,2013,,,0,36564.42857142857,39440.5
d_970,31064,970,2013-09-24,Tuesday,4,9,2013,,,0,36349.142857142855,39372.67857142857
d_971,29959,971,2013-09-25,Wednesday,5,9,2013,,,0,36160.28571428572,39283.5
d_972,30648,972,2013-09-26,Thursday,6,9,2013,,,0,36135.28571428572,39245.57142857143
d_973,35502,973,2013-09-27,Friday,7,9,2013,,,0,36024.0,39027.03571428572
d_974,44441,974,2013-09-28,Saturday,1,9,2013,,,0,35801.142857142855,38900.92857142857
d_975,44396,975,2013-09-29,Sunday,2,9,2013,,,0,35542.0,38888.607142857145
d_976,32893,976,2013-09-30,Monday,3,9,2013,,,0,35557.57142857143,38382.21428571428
d_977,36730,977,2013-10-01,Tuesday,4,10,2013,,,2,36367.0,38344.03571428572
d_978,33900,978,2013-10-02,Wednesday,5,10,2013,,,2,36930.0,38364.46428571428
d_979,37215,979,2013-10-03,Thursday,6,10,2013,,,3,37868.142857142855,38428.392857142855
d_980,37334,980,2013-10-04,Friday,7,10,2013,,,1,38129.857142857145,38380.17857142857
d_981,48777,981,2013-10-05,Saturday,1,10,2013,,,3,38749.28571428572,38422.21428571428
d_982,49888,982,2013-10-06,Sunday,2,10,2013,,,3,39533.857142857145,38356.07142857143
d_983,37003,983,2013-10-07,Monday,3,10,2013,,,2,40121.0,38257.42857142857
d_984,34544,984,2013-10-08,Tuesday,4,10,2013,,,2,39808.71428571428,38253.17857142857
d_985,34746,985,2013-10-09,Wednesday,5,10,2013,,,3,39929.57142857143,38201.42857142857
d_986,34019,986,2013-10-10,Thursday,6,10,2013,,,1,39473.0,38103.28571428572
d_987,38093,987,2013-10-11,Friday,7,10,2013,,,2,39581.42857142857,38000.5
d_988,46581,988,2013-10-12,Saturday,1,10,2013,,,2,39267.71428571428,37908.17857142857
d_989,46343,989,2013-10-13,Sunday,2,10,2013,,,1,38761.28571428572,37742.92857142857
d_990,36836,990,2013-10-14,Monday,3,10,2013,ColumbusDay,National,1,38737.42857142857,37745.107142857145
d_991,33213,991,2013-10-15,Tuesday,4,10,2013,EidAlAdha,Religious,2,38547.28571428572,37768.03571428572
d_992,32677,992,2013-10-16,Wednesday,5,10,2013,,,0,38251.71428571428,37817.892857142855
d_993,30538,993,2013-10-17,Thursday,6,10,2013,,,0,37754.42857142857,37807.71428571428
d_994,34337,994,2013-10-18,Friday,7,10,2013,,,0,37217.857142857145,37738.28571428572
d_995,42043,995,2013-10-19,Saturday,1,10,2013,,,0,36569.57142857143,37596.92857142857
d_996,43352,996,2013-10-20,Sunday,2,10,2013,,,0,36142.28571428572,37494.857142857145
d_997,31859,997,2013-10-21,Monday,3,10,2013,,,0,35431.28571428572,37461.82142857143
d_998,28957,998,2013-10-22,Tuesday,4,10,2013,,,0,34823.28571428572,37386.57142857143
d_999,29525,999,2013-10-23,Wednesday,5,10,2013,,,0,34373.0,37371.07142857143
d_1000,29260,1000,2013-10-24,Thursday,6,10,2013,,,0,34190.42857142857,37321.5
d_1001,33877,1001,2013-10-25,Friday,7,10,2013,,,0,34124.71428571428,37263.46428571428
d_1002,42454,1002,2013-10-26,Saturday,1,10,2013,,,0,34183.42857142857,37192.5
d_1003,40665,1003,2013-10-27,Sunday,2,10,2013,,,0,33799.57142857143,37059.25
d_1004,32058,1004,2013-10-28,Monday,3,10,2013,,,0,33828.0,37029.42857142857
d_1005,29529,1005,2013-10-29,Tuesday,4,10,2013,,,0,33909.71428571428,36772.25
d_1006,31136,1006,2013-10-30,Wednesday,5,10,2013,,,0,34139.857142857145,36673.53571428572
d_1007,27034,1007,2013-10-31,Thursday,6,10,2013,Halloween,Cultural,0,33821.857142857145,36309.92857142857
d_1008,39727,1008,2013-11-01,Friday,7,11,2013,,,2,34657.57142857143,36395.392857142855
d_1009,47093,1009,2013-11-02,Saturday,1,11,2013,,,2,35320.28571428572,36335.25
d_1010,48373,1010,2013-11-03,Sunday,2,11,2013,,,3,36421.42857142857,36281.142857142855
d_1011,32972,1011,2013-11-04,Monday,3,11,2013,,,1,36552.0,36137.17857142857
d_1012,34087,1012,2013-11-05,Tuesday,4,11,2013,,,3,37203.142857142855,36120.857142857145
d_1013,33030,1013,2013-11-06,Wednesday,5,11,2013,,,3,37473.71428571428,36059.57142857143
d_1014,31953,1014,2013-11-07,Thursday,6,11,2013,,,2,38176.42857142857,35985.78571428572
d_1015,35460,1015,2013-11-08,Friday,7,11,2013,,,2,37566.857142857145,35891.75
d_1016,45717,1016,2013-11-09,Saturday,1,11,2013,,,3,37370.28571428572,35860.892857142855
d_1017,43905,1017,2013-11-10,Sunday,2,11,2013,,,1,36732.0,35773.82142857143
d_1018,36396,1018,2013-11-11,Monday,3,11,2013,VeteransDay,National,2,37221.142857142855,35758.107142857145
d_1019,32275,1019,2013-11-12,Tuesday,4,11,2013,,,2,36962.28571428572,35724.607142857145
d_1020,29255,1020,2013-11-13,Wednesday,5,11,2013,,,1,36423.0,35602.392857142855
d_1021,29468,1021,2013-11-14,Thursday,6,11,2013,,,1,36068.0,35564.17857142857
d_1022,35775,1022,2013-11-15,Friday,7,11,2013,,,2,36113.0,35615.53571428572
d_1023,44587,1023,2013-11-16,Saturday,1,11,2013,,,0,35951.57142857143,35706.392857142855
d_1024,42589,1024,2013-11-17,Sunday,2,11,2013,,,0,35763.57142857143,35679.142857142855
d_1025,32110,1025,2013-11-18,Monday,3,11,2013,,,0,35151.28571428572,35688.107142857145
d_1026,28522,1026,2013-11-19,Tuesday,4,11,2013,,,0,34615.142857142855,35672.57142857143
d_1027,27915,1027,2013-11-20,Wednesday,5,11,2013,,,0,34423.71428571428,35615.07142857143
d_1028,28699,1028,2013-11-21,Thursday,6,11,2013,,,0,34313.857142857145,35595.03571428572
d_1029,32863,1029,2013-11-22,Friday,7,11,2013,,,0,33897.857142857145,35558.82142857143
d_1030,40047,1030,2013-11-23,Saturday,1,11,2013,,,0,33249.28571428572,35472.857142857145
d_1031,38446,1031,2013-11-24,Sunday,2,11,2013,,,0,32657.428571428572,35393.607142857145
d_1032,28645,1032,2013-11-25,Monday,3,11,2013,,,0,32162.428571428572,35271.71428571428
d_1033,31293,1033,2013-11-26,Tuesday,4,11,2013,,,0,32558.285714285714,35334.71428571428
d_1034,36139,1034,2013-11-27,Wednesday,5,11,2013,,,0,33733.142857142855,35513.392857142855
d_1035,19839,1035,2013-11-28,Thursday,6,11,2013,Thanksgiving,National,0,32467.428571428572,35256.42857142857
d_1036,26073,1036,2013-11-29,Friday,7,11,2013,,,0,31497.428571428572,34768.78571428572
d_1037,31546,1037,2013-11-30,Saturday,1,11,2013,,,0,30283.0,34213.53571428572
d_1038,38187,1038,2013-12-01,Sunday,2,12,2013,,,2,30246.0,33849.75
d_1039,37087,1039,2013-12-02,Monday,3,12,2013,,,2,31452.0,33996.71428571428
d_1040,38024,1040,2013-12-03,Tuesday,4,12,2013,,,3,32413.571428571428,34137.32142857143
d_1041,31519,1041,2013-12-04,Wednesday,5,12,2013,,,1,31753.571428571428,34083.357142857145
d_1042,35151,1042,2013-12-05,Thursday,6,12,2013,Chanukah End,Religious,3,33941.0,34197.57142857143
d_1043,36899,1043,2013-12-06,Friday,7,12,2013,,,3,35487.57142857143,34248.96428571428
d_1044,44450,1044,2013-12-07,Saturday,1,12,2013,,,2,37331.0,34203.71428571428
d_1045,40424,1045,2013-12-08,Sunday,2,12,2013,,,2,37650.57142857143,34079.392857142855
d_1046,33653,1046,2013-12-09,Monday,3,12,2013,,,3,37160.0,33981.42857142857
d_1047,31422,1047,2013-12-10,Tuesday,4,12,2013,,,1,36216.857142857145,33950.96428571428
d_1048,30911,1048,2013-12-11,Wednesday,5,12,2013,,,2,36130.0,34010.107142857145
d_1049,31669,1049,2013-12-12,Thursday,6,12,2013,,,2,35632.57142857143,34088.71428571428
d_1050,36163,1050,2013-12-13,Friday,7,12,2013,,,1,35527.42857142857,34102.57142857143
d_1051,41528,1051,2013-12-14,Saturday,1,12,2013,,,1,35110.0,33993.32142857143
d_1052,43097,1052,2013-12-15,Sunday,2,12,2013,,,2,35491.857142857145,34011.46428571428
d_1053,32474,1053,2013-12-16,Monday,3,12,2013,,,0,35323.42857142857,34024.46428571428
d_1054,30338,1054,2013-12-17,Tuesday,4,12,2013,,,0,35168.57142857143,34089.32142857143
d_1055,31692,1055,2013-12-18,Wednesday,5,12,2013,,,0,35280.142857142855,34224.21428571428
d_1056,32411,1056,2013-12-19,Thursday,6,12,2013,,,0,35386.142857142855,34356.78571428572
d_1057,32123,1057,2013-12-20,Friday,7,12,2013,,,0,34809.0,34330.357142857145
d_1058,40474,1058,2013-12-21,Saturday,1,12,2013,,,0,34658.42857142857,34345.607142857145
d_1059,34915,1059,2013-12-22,Sunday,2,12,2013,,,0,33489.57142857143,34219.5
d_1060,35289,1060,2013-12-23,Monday,3,12,2013,,,0,33891.71428571428,34456.78571428572
d_1061,31077,1061,2013-12-24,Tuesday,4,12,2013,,,0,33997.28571428572,34449.07142857143
d_1062,20,1062,2013-12-25,Wednesday,5,12,2013,Christmas,National,0,29472.714285714286,33159.107142857145
d_1063,32727,1063,2013-12-26,Thursday,6,12,2013,,,0,29517.85714285714,33619.392857142855
d_1064,33095,1064,2013-12-27,Friday,7,12,2013,,,0,29656.714285714286,33870.17857142857
d_1065,36490,1065,2013-12-28,Saturday,1,12,2013,,,0,29087.571428571428,34046.75
d_1066,34121,1066,2013-12-29,Sunday,2,12,2013,,,0,28974.14285714286,33901.53571428572
d_1067,32293,1067,2013-12-30,Monday,3,12,2013,,,0,28546.14285714286,33730.32142857143
d_1068,34811,1068,2013-12-31,Tuesday,4,12,2013,,,0,29079.571428571428,33615.57142857143
d_1069,23845,1069,2014-01-01,Wednesday,5,1,2014,NewYear,National,2,32483.14285714286,33341.5
d_1070,32653,1070,2014-01-02,Thursday,6,1,2014,,,2,32472.571428571428,33252.28571428572
d_1071,38870,1071,2014-01-03,Friday,7,1,2014,,,3,33297.57142857143,33322.67857142857
d_1072,44616,1072,2014-01-04,Saturday,1,1,2014,,,1,34458.42857142857,33328.607142857145
d_1073,45302,1073,2014-01-05,Sunday,2,1,2014,,,3,36055.71428571428,33502.82142857143
d_1074,32412,1074,2014-01-06,Monday,3,1,2014,,,3,36072.71428571428,33458.5
d_1075,30952,1075,2014-01-07,Tuesday,4,1,2014,OrthodoxChristmas,Religious,2,35521.42857142857,33441.71428571428
d_1076,32973,1076,2014-01-08,Wednesday,5,1,2014,,,2,36825.42857142857,33515.357142857145
d_1077,33197,1077,2014-01-09,Thursday,6,1,2014,,,3,36903.142857142855,33569.92857142857
d_1078,32766,1078,2014-01-10,Friday,7,1,2014,,,1,36031.142857142855,33448.607142857145
d_1079,47798,1079,2014-01-11,Saturday,1,1,2014,,,2,36485.71428571428,33672.53571428572
d_1080,46858,1080,2014-01-12,Sunday,2,1,2014,,,2,36708.0,33806.857142857145
d_1081,33714,1081,2014-01-13,Monday,3,1,2014,,,1,36894.0,33851.142857142855
d_1082,30223,1082,2014-01-14,Tuesday,4,1,2014,,,1,36789.857142857145,33847.03571428572
d_1083,31579,1083,2014-01-15,Wednesday,5,1,2014,,,2,36590.71428571428,33843.0
d_1084,31190,1084,2014-01-16,Thursday,6,1,2014,,,0,36304.0,33799.392857142855
d_1085,35240,1085,2014-01-17,Friday,7,1,2014,,,0,36657.42857142857,33910.71428571428
d_1086,43233,1086,2014-01-18,Saturday,1,1,2014,,,0,36005.28571428572,34009.25
d_1087,40427,1087,2014-01-19,Sunday,2,1,2014,,,0,35086.57142857143,34206.107142857145
d_1088,32706,1088,2014-01-20,Monday,3,1,2014,MartinLutherKingDay,National,0,34942.57142857143,34113.857142857145
d_1089,27854,1089,2014-01-21,Tuesday,4,1,2014,,,0,34604.142857142855,33998.75
d_1090,28197,1090,2014-01-22,Wednesday,5,1,2014,,,0,34121.0,35005.07142857143
d_1091,26244,1091,2014-01-23,Thursday,6,1,2014,,,0,33414.42857142857,34773.53571428572
d_1092,30888,1092,2014-01-24,Friday,7,1,2014,,,0,32792.71428571428,34694.71428571428
d_1093,40529,1093,2014-01-25,Saturday,1,1,2014,,,0,32406.428571428572,34838.96428571428
d_1094,40197,1094,2014-01-26,Sunday,2,1,2014,,,0,32373.571428571428,35055.96428571428
d_1095,30060,1095,2014-01-27,Monday,3,1,2014,,,0,31995.571428571428,34976.21428571428
d_1096,24000,1096,2014-01-28,Tuesday,4,1,2014,,,0,31445.0,34590.107142857145
d_1097,24983,1097,2014-01-29,Wednesday,5,1,2014,,,0,30985.85714285714,34630.75
d_1098,27017,1098,2014-01-30,Thursday,6,1,2014,,,0,31096.285714285714,34429.46428571428
d_1099,36489,1099,2014-01-31,Friday,7,1,2014,,,0,31896.428571428572,34344.42857142857
d_1100,45333,1100,2014-02-01,Saturday,1,2,2014,,,2,32582.714285714286,34370.03571428572
d_1101,43897,1101,2014-02-02,Sunday,2,2,2014,SuperBowl,Sporting,2,33111.28571428572,34319.857142857145
d_1102,37294,1102,2014-02-03,Monday,3,2,2014,,,3,34144.71428571428,34494.21428571428
d_1103,30577,1103,2014-02-04,Tuesday,4,2,2014,,,1,35084.28571428572,34480.82142857143
d_1104,31676,1104,2014-02-05,Wednesday,5,2,2014,,,3,36040.42857142857,34434.5
d_1105,32389,1105,2014-02-06,Thursday,6,2,2014,,,3,36807.857142857145,34405.642857142855
d_1106,34255,1106,2014-02-07,Friday,7,2,2014,,,2,36488.71428571428,34458.82142857143
d_1107,47108,1107,2014-02-08,Saturday,1,2,2014,,,2,36742.28571428572,34434.17857142857
d_1108,48040,1108,2014-02-09,Sunday,2,2,2014,,,3,37334.142857142855,34476.392857142855
d_1109,33147,1109,2014-02-10,Monday,3,2,2014,,,1,36741.71428571428,34456.142857142855
d_1110,33533,1110,2014-02-11,Tuesday,4,2,2014,,,2,37164.0,34574.357142857145
d_1111,36738,1111,2014-02-12,Wednesday,5,2,2014,,,2,37887.142857142855,34758.607142857145
d_1112,37483,1112,2014-02-13,Thursday,6,2,2014,,,1,38614.857142857145,34983.357142857145
d_1113,33910,1113,2014-02-14,Friday,7,2,2014,ValentinesDay,Cultural,1,38565.57142857143,34935.857142857145
d_1114,44965,1114,2014-02-15,Saturday,1,2,2014,,,2,38259.42857142857,34997.71428571428
d_1115,43832,1115,2014-02-16,Sunday,2,2,2014,,,0,37658.28571428572,35119.32142857143
d_1116,34557,1116,2014-02-17,Monday,3,2,2014,PresidentsDay,National,0,37859.71428571428,35185.42857142857
d_1117,30710,1117,2014-02-18,Tuesday,4,2,2014,,,0,37456.42857142857,35287.42857142857
d_1118,30411,1118,2014-02-19,Wednesday,5,2,2014,,,0,36552.57142857143,35366.5
d_1119,29703,1119,2014-02-20,Thursday,6,2,2014,,,0,35441.142857142855,35490.03571428572
d_1120,33326,1120,2014-02-21,Friday,7,2,2014,,,0,35357.71428571428,35577.107142857145
d_1121,41488,1121,2014-02-22,Saturday,1,2,2014,,,0,34861.0,35611.357142857145
d_1122,44427,1122,2014-02-23,Sunday,2,2,2014,,,0,34946.0,35762.42857142857
d_1123,31797,1123,2014-02-24,Monday,3,2,2014,,,0,34551.71428571428,35824.46428571428
d_1124,29725,1124,2014-02-25,Tuesday,4,2,2014,,,0,34411.0,36028.92857142857
d_1125,26351,1125,2014-02-26,Wednesday,5,2,2014,,,0,33831.0,36077.78571428572
d_1126,28890,1126,2014-02-27,Thursday,6,2,2014,,,0,33714.857142857145,36144.67857142857
d_1127,34198,1127,2014-02-28,Friday,7,2,2014,,,0,33839.42857142857,36062.857142857145
d_1128,45496,1128,2014-03-01,Saturday,1,3,2014,,,2,34412.0,36068.67857142857
d_1129,46777,1129,2014-03-02,Sunday,2,3,2014,,,2,34747.71428571428,36171.53571428572
d_1130,37201,1130,2014-03-03,Monday,3,3,2014,,,3,35519.71428571428,36168.21428571428
d_1131,30066,1131,2014-03-04,Tuesday,4,3,2014,,,1,35568.42857142857,36149.96428571428
d_1132,31278,1132,2014-03-05,Wednesday,5,3,2014,LentStart,Religious,3,36272.28571428572,36135.75
d_1133,32662,1133,2014-03-06,Thursday,6,3,2014,,,3,36811.142857142855,36145.5
d_1134,34864,1134,2014-03-07,Friday,7,3,2014,,,2,36906.28571428572,36167.25
d_1135,43485,1135,2014-03-08,Saturday,1,3,2014,,,2,36619.0,36037.857142857145
d_1136,50090,1136,2014-03-09,Sunday,2,3,2014,,,3,37092.28571428572,36111.07142857143
d_1137,37506,1137,2014-03-10,Monday,3,3,2014,,,1,37135.857142857145,36266.75
d_1138,34567,1138,2014-03-11,Tuesday,4,3,2014,,,2,37778.857142857145,36303.67857142857
d_1139,34942,1139,2014-03-12,Wednesday,5,3,2014,LentWeek2,Religious,2,38302.28571428572,36239.53571428572
d_1140,33084,1140,2014-03-13,Thursday,6,3,2014,,,1,38362.57142857143,36082.42857142857
d_1141,36946,1141,2014-03-14,Friday,7,3,2014,,,1,38660.0,36190.857142857145
d_1142,44708,1142,2014-03-15,Saturday,1,3,2014,,,2,38834.71428571428,36181.67857142857
d_1143,45376,1143,2014-03-16,Sunday,2,3,2014,Purim End,Religious,0,38161.28571428572,36236.82142857143
d_1144,32084,1144,2014-03-17,Monday,3,3,2014,StPatricksDay,Cultural,0,37386.71428571428,36148.5
d_1145,30095,1145,2014-03-18,Tuesday,4,3,2014,,,0,36747.857142857145,36126.53571428572
d_1146,29384,1146,2014-03-19,Wednesday,5,3,2014,,,0,35953.857142857145,36089.857142857145
d_1147,28809,1147,2014-03-20,Thursday,6,3,2014,,,0,35343.142857142855,36057.92857142857
d_1148,33202,1148,2014-03-21,Friday,7,3,2014,,,0,34808.28571428572,36053.5
d_1149,41441,1149,2014-03-22,Saturday,1,3,2014,,,0,34341.57142857143,36051.82142857143
d_1150,44171,1150,2014-03-23,Sunday,2,3,2014,,,0,34169.42857142857,36042.67857142857
d_1151,31843,1151,2014-03-24,Monday,3,3,2014,,,0,34135.0,36044.32142857143
d_1152,28466,1152,2014-03-25,Tuesday,4,3,2014,,,0,33902.28571428572,35999.357142857145
d_1153,27014,1153,2014-03-26,Wednesday,5,3,2014,,,0,33563.71428571428,36023.03571428572
d_1154,30210,1154,2014-03-27,Thursday,6,3,2014,,,0,33763.857142857145,36070.17857142857
d_1155,32918,1155,2014-03-28,Friday,7,3,2014,,,0,33723.28571428572,36024.46428571428
d_1156,41193,1156,2014-03-29,Saturday,1,3,2014,,,0,33687.857142857145,35870.78571428572
d_1157,43156,1157,2014-03-30,Sunday,2,3,2014,,,0,33542.857142857145,35741.46428571428
d_1158,30672,1158,2014-03-31,Monday,3,3,2014,,,0,33375.57142857143,35508.28571428572
d_1159,33708,1159,2014-04-01,Tuesday,4,4,2014,,,2,34124.42857142857,35638.357142857145
